10000	10000	F	2	0	Symbian	auto	4G	27.129.32.0	18800010000	1	300	1595001600	0	1.0	startVideo	20200718
10000	10000	F	2	0	Symbian	auto	4G	27.129.32.0	18800010000	1	300	1595001600	1595001700	1.0	endVideo	20200718
10001	10001	F	2	0	Symbian	auto	4G	27.129.32.0	18800010001	1	300	1595001600	0	1.0	startVideo	20200718
10001	10001	F	2	0	Symbian	auto	4G	27.129.32.0	18800010001	1	300	1595001600	1595001700	1.0	endVideo	20200718
10002	10002	F	2	0	Symbian	auto	4G	27.129.32.0	18800010002	1	300	1595001600	0	1.0	startVideo	20200718
10002	10002	F	2	0	Symbian	auto	4G	27.129.32.0	18800010002	1	300	1595001600	1595001700	1.0	endVideo	20200718
10003	10003	F	2	0	Symbian	auto	4G	27.129.32.0	18800010003	1	300	1595001600	0	1.0	startVideo	20200718
10003	10003	F	2	0	Symbian	auto	4G	27.129.32.0	18800010003	1	300	1595001600	1595001700	1.0	endVideo	20200718
10004	10004	F	2	0	Symbian	auto	4G	27.129.32.0	18800010004	1	300	1595001600	0	1.0	startVideo	20200718
10004	10004	F	2	0	Symbian	auto	4G	27.129.32.0	18800010004	1	300	1595001600	1595001700	1.0	endVideo	20200718
10005	10005	F	2	0	Symbian	auto	4G	27.129.32.0	18800010005	1	300	1595001600	0	1.0	startVideo	20200718
10005	10005	F	2	0	Symbian	auto	4G	27.129.32.0	18800010005	1	300	1595001600	1595001700	1.0	endVideo	20200718
10006	10006	F	2	0	Symbian	auto	4G	27.129.32.0	18800010006	1	300	1595001600	0	1.0	startVideo	20200718
10006	10006	F	2	0	Symbian	auto	4G	27.129.32.0	18800010006	1	300	1595001600	1595001700	1.0	endVideo	20200718
10007	10007	F	2	0	Symbian	auto	4G	27.129.32.0	18800010007	1	300	1595001600	0	1.0	startVideo	20200718
10007	10007	F	2	0	Symbian	auto	4G	27.129.32.0	18800010007	1	300	1595001600	1595001700	1.0	endVideo	20200718
10008	10008	F	2	0	Symbian	auto	4G	27.129.32.0	18800010008	1	300	1595001600	0	1.0	startVideo	20200718
10008	10008	F	2	0	Symbian	auto	4G	27.129.32.0	18800010008	1	300	1595001600	1595001700	1.0	endVideo	20200718
10009	10009	F	2	0	Symbian	auto	4G	27.129.32.0	18800010009	1	300	1595001600	0	1.0	startVideo	20200718
10009	10009	F	2	0	Symbian	auto	4G	27.129.32.0	18800010009	1	300	1595001600	1595001700	1.0	endVideo	20200718
10010	10010	F	2	0	Symbian	auto	4G	27.129.32.0	18800010010	1	300	1595001600	0	1.0	startVideo	20200718
10010	10010	F	2	0	Symbian	auto	4G	27.129.32.0	18800010010	1	300	1595001600	1595001700	1.0	endVideo	20200718
10011	10011	F	2	0	Symbian	auto	4G	27.129.32.0	18800010011	1	300	1595001600	0	1.0	startVideo	20200718
10011	10011	F	2	0	Symbian	auto	4G	27.129.32.0	18800010011	1	300	1595001600	1595001700	1.0	endVideo	20200718
10012	10012	F	2	0	Symbian	auto	4G	27.129.32.0	18800010012	1	300	1595001600	0	1.0	startVideo	20200718
10012	10012	F	2	0	Symbian	auto	4G	27.129.32.0	18800010012	1	300	1595001600	1595001700	1.0	endVideo	20200718
10013	10013	F	2	0	Symbian	auto	4G	27.129.32.0	18800010013	1	300	1595001600	0	1.0	startVideo	20200718
10013	10013	F	2	0	Symbian	auto	4G	27.129.32.0	18800010013	1	300	1595001600	1595001700	1.0	endVideo	20200718
10014	10014	F	2	0	Symbian	auto	4G	27.129.32.0	18800010014	1	300	1595001600	0	1.0	startVideo	20200718
10014	10014	F	2	0	Symbian	auto	4G	27.129.32.0	18800010014	1	300	1595001600	1595001700	1.0	endVideo	20200718
10015	10015	F	2	0	Symbian	auto	4G	27.129.32.0	18800010015	1	300	1595001600	0	1.0	startVideo	20200718
10015	10015	F	2	0	Symbian	auto	4G	27.129.32.0	18800010015	1	300	1595001600	1595001700	1.0	endVideo	20200718
10016	10016	F	2	0	Symbian	auto	4G	27.129.32.0	18800010016	1	300	1595001600	0	1.0	startVideo	20200718
10016	10016	F	2	0	Symbian	auto	4G	27.129.32.0	18800010016	1	300	1595001600	1595001700	1.0	endVideo	20200718
10017	10017	F	2	0	Symbian	auto	4G	27.129.32.0	18800010017	1	300	1595001600	0	1.0	startVideo	20200718
10017	10017	F	2	0	Symbian	auto	4G	27.129.32.0	18800010017	1	300	1595001600	1595001700	1.0	endVideo	20200718
10018	10018	F	2	0	Symbian	auto	4G	27.129.32.0	18800010018	1	300	1595001600	0	1.0	startVideo	20200718
10018	10018	F	2	0	Symbian	auto	4G	27.129.32.0	18800010018	1	300	1595001600	1595001700	1.0	endVideo	20200718
10019	10019	F	2	0	Symbian	auto	4G	27.129.32.0	18800010019	1	300	1595001600	0	1.0	startVideo	20200718
10019	10019	F	2	0	Symbian	auto	4G	27.129.32.0	18800010019	1	300	1595001600	1595001700	1.0	endVideo	20200718
10020	10020	F	2	0	Symbian	auto	4G	27.129.32.0	18800010020	1	300	1595001600	0	1.0	startVideo	20200718
10020	10020	F	2	0	Symbian	auto	4G	27.129.32.0	18800010020	1	300	1595001600	1595001700	1.0	endVideo	20200718
10021	10021	F	2	0	Symbian	auto	4G	27.129.32.0	18800010021	1	300	1595001600	0	1.0	startVideo	20200718
10021	10021	F	2	0	Symbian	auto	4G	27.129.32.0	18800010021	1	300	1595001600	1595001700	1.0	endVideo	20200718
10022	10022	F	2	0	Symbian	auto	4G	27.129.32.0	18800010022	1	300	1595001600	0	1.0	startVideo	20200718
10022	10022	F	2	0	Symbian	auto	4G	27.129.32.0	18800010022	1	300	1595001600	1595001700	1.0	endVideo	20200718
10023	10023	F	2	0	Symbian	auto	4G	27.129.32.0	18800010023	1	300	1595001600	0	1.0	startVideo	20200718
10023	10023	F	2	0	Symbian	auto	4G	27.129.32.0	18800010023	1	300	1595001600	1595001700	1.0	endVideo	20200718
10024	10024	F	2	0	Symbian	auto	4G	27.129.32.0	18800010024	1	300	1595001600	0	1.0	startVideo	20200718
10024	10024	F	2	0	Symbian	auto	4G	27.129.32.0	18800010024	1	300	1595001600	1595001700	1.0	endVideo	20200718
10025	10025	F	2	0	Symbian	auto	4G	27.129.32.0	18800010025	1	300	1595001600	0	1.0	startVideo	20200718
10025	10025	F	2	0	Symbian	auto	4G	27.129.32.0	18800010025	1	300	1595001600	1595001700	1.0	endVideo	20200718
10026	10026	F	2	0	Symbian	auto	4G	27.129.32.0	18800010026	1	300	1595001600	0	1.0	startVideo	20200718
10026	10026	F	2	0	Symbian	auto	4G	27.129.32.0	18800010026	1	300	1595001600	1595001700	1.0	endVideo	20200718
10027	10027	F	2	0	Symbian	auto	4G	27.129.32.0	18800010027	1	300	1595001600	0	1.0	startVideo	20200718
